country_code,country,crop_code,crop_name,Element,Unit,fao_cr_resN
124,Libya,79,Millet,Residues (Crop residues),kg of nutrients,77154.71
124,Libya,116,Potatoes,Residues (Crop residues),kg of nutrients,730470.2822
124,Libya,15,Wheat,Residues (Crop residues),kg of nutrients,2534718.0833
126,Lithuania,44,Barley,Residues (Crop residues),kg of nutrients,6289532.0003
126,Lithuania,176,"Beans, dry",Residues (Crop residues),kg of nutrients,1676298.7137
126,Lithuania,56,Maize,Residues (Crop residues),kg of nutrients,466395.2828
126,Lithuania,75,Oats,Residues (Crop residues),kg of nutrients,2194702.7752
126,Lithuania,116,Potatoes,Residues (Crop residues),kg of nutrients,650319.8572
126,Lithuania,71,Rye,Residues (Crop residues),kg of nutrients,719834.1278
126,Lithuania,15,Wheat,Residues (Crop residues),kg of nutrients,49080657.3407
256,Luxembourg,44,Barley,Residues (Crop residues),kg of nutrients,406923.1168
256,Luxembourg,56,Maize,Residues (Crop residues),kg of nutrients,5518.9046
256,Luxembourg,75,Oats,Residues (Crop residues),kg of nutrients,59041.1133
256,Luxembourg,116,Potatoes,Residues (Crop residues),kg of nutrients,34669.5567
256,Luxembourg,71,Rye,Residues (Crop residues),kg of nutrients,47040.5496
256,Luxembourg,15,Wheat,Residues (Crop residues),kg of nutrients,967037.8189
129,Madagascar,176,"Beans, dry",Residues (Crop residues),kg of nutrients,1014822.8938
129,Madagascar,56,Maize,Residues (Crop residues),kg of nutrients,2779317.7505
129,Madagascar,116,Potatoes,Residues (Crop residues),kg of nutrients,1072452.7316
129,Madagascar,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,37951080.08
129,Madagascar,83,Sorghum,Residues (Crop residues),kg of nutrients,30584.2538
129,Madagascar,236,Soybeans,Residues (Crop residues),kg of nutrients,1275.2691
129,Madagascar,15,Wheat,Residues (Crop residues),kg of nutrients,66592.7366
130,Malawi,176,"Beans, dry",Residues (Crop residues),kg of nutrients,3487812.1082
130,Malawi,56,Maize,Residues (Crop residues),kg of nutrients,33104072.219
130,Malawi,79,Millet,Residues (Crop residues),kg of nutrients,443729.2464
130,Malawi,116,Potatoes,Residues (Crop residues),kg of nutrients,2652315.3605
130,Malawi,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,2176979.7035
130,Malawi,83,Sorghum,Residues (Crop residues),kg of nutrients,1697387.172
130,Malawi,236,Soybeans,Residues (Crop residues),kg of nutrients,4042586.6856
130,Malawi,15,Wheat,Residues (Crop residues),kg of nutrients,11081.659
131,Malaysia,56,Maize,Residues (Crop residues),kg of nutrients,584814.4545
131,Malaysia,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,35638866.9838
131,Malaysia,236,Soybeans,Residues (Crop residues),kg of nutrients,
132,Maldives,56,Maize,Residues (Crop residues),kg of nutrients,1264.32
132,Maldives,79,Millet,Residues (Crop residues),kg of nutrients,
132,Maldives,83,Sorghum,Residues (Crop residues),kg of nutrients,845.8164
133,Mali,56,Maize,Residues (Crop residues),kg of nutrients,26158523.4296
133,Mali,79,Millet,Residues (Crop residues),kg of nutrients,22081407.5575
133,Mali,116,Potatoes,Residues (Crop residues),kg of nutrients,503355.8692
133,Mali,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,36203387.989
133,Mali,83,Sorghum,Residues (Crop residues),kg of nutrients,26008249.0275
133,Mali,236,Soybeans,Residues (Crop residues),kg of nutrients,269397.9061
133,Mali,15,Wheat,Residues (Crop residues),kg of nutrients,509365.8584
134,Malta,44,Barley,Residues (Crop residues),kg of nutrients,25600.2242
134,Malta,176,"Beans, dry",Residues (Crop residues),kg of nutrients,2619.2822
134,Malta,116,Potatoes,Residues (Crop residues),kg of nutrients,23691.0525
134,Malta,15,Wheat,Residues (Crop residues),kg of nutrients,155388.8463
136,Mauritania,44,Barley,Residues (Crop residues),kg of nutrients,18111.4546
136,Mauritania,176,"Beans, dry",Residues (Crop residues),kg of nutrients,148018.8006
136,Mauritania,56,Maize,Residues (Crop residues),kg of nutrients,193141.9627
136,Mauritania,79,Millet,Residues (Crop residues),kg of nutrients,49438.9701
136,Mauritania,116,Potatoes,Residues (Crop residues),kg of nutrients,10549.469
136,Mauritania,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,2842951.2291
136,Mauritania,83,Sorghum,Residues (Crop residues),kg of nutrients,2354642.4516
136,Mauritania,15,Wheat,Residues (Crop residues),kg of nutrients,113169.7359
137,Mauritius,56,Maize,Residues (Crop residues),kg of nutrients,3541.9731
137,Mauritius,116,Potatoes,Residues (Crop residues),kg of nutrients,29330.4596
137,Mauritius,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,2308.7525
138,Mexico,44,Barley,Residues (Crop residues),kg of nutrients,12637923.4367
138,Mexico,176,"Beans, dry",Residues (Crop residues),kg of nutrients,18160945.0359
138,Mexico,56,Maize,Residues (Crop residues),kg of nutrients,237799846.3521
138,Mexico,79,Millet,Residues (Crop residues),kg of nutrients,
138,Mexico,75,Oats,Residues (Crop residues),kg of nutrients,920663.9128
138,Mexico,116,Potatoes,Residues (Crop residues),kg of nutrients,2988889.4664
138,Mexico,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,2850461.6529
138,Mexico,71,Rye,Residues (Crop residues),kg of nutrients,266.9064
138,Mexico,83,Sorghum,Residues (Crop residues),kg of nutrients,48874873.9944
138,Mexico,236,Soybeans,Residues (Crop residues),kg of nutrients,6864844.1151
138,Mexico,15,Wheat,Residues (Crop residues),kg of nutrients,43645627.6731
145,Micronesia (Federated States of),56,Maize,Residues (Crop residues),kg of nutrients,894.5894
145,Micronesia (Federated States of),27,"Rice, paddy",Residues (Crop residues),kg of nutrients,2949.2765
145,Micronesia (Federated States of),83,Sorghum,Residues (Crop residues),kg of nutrients,165.2598
141,Mongolia,44,Barley,Residues (Crop residues),kg of nutrients,36246.9602
141,Mongolia,75,Oats,Residues (Crop residues),kg of nutrients,79167.883
141,Mongolia,116,Potatoes,Residues (Crop residues),kg of nutrients,444809.5538
141,Mongolia,15,Wheat,Residues (Crop residues),kg of nutrients,4125513.5104
273,Montenegro,44,Barley,Residues (Crop residues),kg of nutrients,13753.8379
273,Montenegro,176,"Beans, dry",Residues (Crop residues),kg of nutrients,1669.5682
273,Montenegro,56,Maize,Residues (Crop residues),kg of nutrients,23117.5167
273,Montenegro,75,Oats,Residues (Crop residues),kg of nutrients,6219.9323
273,Montenegro,116,Potatoes,Residues (Crop residues),kg of nutrients,62158.8432
273,Montenegro,71,Rye,Residues (Crop residues),kg of nutrients,4931.4906
273,Montenegro,15,Wheat,Residues (Crop residues),kg of nutrients,32177.5434
142,Montserrat,56,Maize,Residues (Crop residues),kg of nutrients,1015.0333
142,Montserrat,116,Potatoes,Residues (Crop residues),kg of nutrients,1069.0591
143,Morocco,44,Barley,Residues (Crop residues),kg of nutrients,37120902.6944
143,Morocco,176,"Beans, dry",Residues (Crop residues),kg of nutrients,
143,Morocco,56,Maize,Residues (Crop residues),kg of nutrients,1464937.2725
143,Morocco,79,Millet,Residues (Crop residues),kg of nutrients,59757.8698
143,Morocco,75,Oats,Residues (Crop residues),kg of nutrients,510938.6838
143,Morocco,116,Potatoes,Residues (Crop residues),kg of nutrients,3307005.6067
143,Morocco,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,599881.1619
143,Morocco,71,Rye,Residues (Crop residues),kg of nutrients,43579.6177
143,Morocco,83,Sorghum,Residues (Crop residues),kg of nutrients,67102.0818
143,Morocco,236,Soybeans,Residues (Crop residues),kg of nutrients,14201.202
143,Morocco,15,Wheat,Residues (Crop residues),kg of nutrients,96233244.0941
144,Mozambique,176,"Beans, dry",Residues (Crop residues),kg of nutrients,1026083.36
144,Mozambique,56,Maize,Residues (Crop residues),kg of nutrients,20437068.2718
144,Mozambique,79,Millet,Residues (Crop residues),kg of nutrients,212083.8701
144,Mozambique,116,Potatoes,Residues (Crop residues),kg of nutrients,575025.1888
144,Mozambique,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,3578564.6948
144,Mozambique,83,Sorghum,Residues (Crop residues),kg of nutrients,2845448.128
144,Mozambique,15,Wheat,Residues (Crop residues),kg of nutrients,230983.9576
28,Myanmar,44,Barley,Residues (Crop residues),kg of nutrients,
28,Myanmar,176,"Beans, dry",Residues (Crop residues),kg of nutrients,51678608.3183
28,Myanmar,56,Maize,Residues (Crop residues),kg of nutrients,16340305.0951
28,Myanmar,79,Millet,Residues (Crop residues),kg of nutrients,2880574.464
28,Myanmar,116,Potatoes,Residues (Crop residues),kg of nutrients,1199152.4035
28,Myanmar,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,327290517.2854
28,Myanmar,83,Sorghum,Residues (Crop residues),kg of nutrients,3675340.8493
28,Myanmar,236,Soybeans,Residues (Crop residues),kg of nutrients,3471414.6941
28,Myanmar,15,Wheat,Residues (Crop residues),kg of nutrients,1698290.9765
147,Namibia,176,"Beans, dry",Residues (Crop residues),kg of nutrients,1313.9486
147,Namibia,56,Maize,Residues (Crop residues),kg of nutrients,596648.2338
147,Namibia,79,Millet,Residues (Crop residues),kg of nutrients,739008.5105
147,Namibia,116,Potatoes,Residues (Crop residues),kg of nutrients,47006.3602
147,Namibia,83,Sorghum,Residues (Crop residues),kg of nutrients,264586.8727
147,Namibia,15,Wheat,Residues (Crop residues),kg of nutrients,166331.8567
149,Nepal,44,Barley,Residues (Crop residues),kg of nutrients,473479.428
149,Nepal,176,"Beans, dry",Residues (Crop residues),kg of nutrients,266839.5479
149,Nepal,56,Maize,Residues (Crop residues),kg of nutrients,20942392.8516
149,Nepal,79,Millet,Residues (Crop residues),kg of nutrients,3639095.2656
149,Nepal,116,Potatoes,Residues (Crop residues),kg of nutrients,6839202.7443
149,Nepal,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,70159096.5252
149,Nepal,236,Soybeans,Residues (Crop residues),kg of nutrients,530998.8674
149,Nepal,15,Wheat,Residues (Crop residues),kg of nutrients,24881721.5252
150,Netherlands,44,Barley,Residues (Crop residues),kg of nutrients,2331998.2661
150,Netherlands,176,"Beans, dry",Residues (Crop residues),kg of nutrients,33827.3262
150,Netherlands,56,Maize,Residues (Crop residues),kg of nutrients,906034.0665
150,Netherlands,75,Oats,Residues (Crop residues),kg of nutrients,66857.7384
150,Netherlands,116,Potatoes,Residues (Crop residues),kg of nutrients,10868974.9915
150,Netherlands,71,Rye,Residues (Crop residues),kg of nutrients,47632.7357
150,Netherlands,15,Wheat,Residues (Crop residues),kg of nutrients,12819485.604
153,New Caledonia,56,Maize,Residues (Crop residues),kg of nutrients,74552.6984
153,New Caledonia,116,Potatoes,Residues (Crop residues),kg of nutrients,6274.6963
153,New Caledonia,83,Sorghum,Residues (Crop residues),kg of nutrients,3156.9235
153,New Caledonia,15,Wheat,Residues (Crop residues),kg of nutrients,151.8923
156,New Zealand,44,Barley,Residues (Crop residues),kg of nutrients,3387245.2389
156,New Zealand,56,Maize,Residues (Crop residues),kg of nutrients,1381765.0383
156,New Zealand,75,Oats,Residues (Crop residues),kg of nutrients,336617.5607
156,New Zealand,116,Potatoes,Residues (Crop residues),kg of nutrients,670592.7733
156,New Zealand,236,Soybeans,Residues (Crop residues),kg of nutrients,
156,New Zealand,15,Wheat,Residues (Crop residues),kg of nutrients,4910845.0565
157,Nicaragua,176,"Beans, dry",Residues (Crop residues),kg of nutrients,2663033.6011
157,Nicaragua,56,Maize,Residues (Crop residues),kg of nutrients,4392832.1265
157,Nicaragua,116,Potatoes,Residues (Crop residues),kg of nutrients,132542.1087
157,Nicaragua,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,4569765.4755
157,Nicaragua,83,Sorghum,Residues (Crop residues),kg of nutrients,1009500.9739
157,Nicaragua,236,Soybeans,Residues (Crop residues),kg of nutrients,88483.3966
158,Niger,176,"Beans, dry",Residues (Crop residues),kg of nutrients,389284.4154
158,Niger,56,Maize,Residues (Crop residues),kg of nutrients,399421.9864
158,Niger,79,Millet,Residues (Crop residues),kg of nutrients,48978721.6909
158,Niger,116,Potatoes,Residues (Crop residues),kg of nutrients,287166.9081
158,Niger,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,1326916.7204
158,Niger,83,Sorghum,Residues (Crop residues),kg of nutrients,52659313.6061
158,Niger,15,Wheat,Residues (Crop residues),kg of nutrients,78830.0713
159,Nigeria,56,Maize,Residues (Crop residues),kg of nutrients,105288941.3616
159,Nigeria,79,Millet,Residues (Crop residues),kg of nutrients,18787143.8809
159,Nigeria,116,Potatoes,Residues (Crop residues),kg of nutrients,8634295.3481
159,Nigeria,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,170229580.2905
159,Nigeria,83,Sorghum,Residues (Crop residues),kg of nutrients,108348222.9331
159,Nigeria,236,Soybeans,Residues (Crop residues),kg of nutrients,15207767.8816
159,Nigeria,15,Wheat,Residues (Crop residues),kg of nutrients,1054786.6087
154,North Macedonia,44,Barley,Residues (Crop residues),kg of nutrients,1233563.8256
154,North Macedonia,176,"Beans, dry",Residues (Crop residues),kg of nutrients,84206.4484
154,North Macedonia,56,Maize,Residues (Crop residues),kg of nutrients,1051715.4884
154,North Macedonia,79,Millet,Residues (Crop residues),kg of nutrients,751.7681
154,North Macedonia,75,Oats,Residues (Crop residues),kg of nutrients,70396.3218
154,North Macedonia,116,Potatoes,Residues (Crop residues),kg of nutrients,466014.7793
154,North Macedonia,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,194809.1234
154,North Macedonia,71,Rye,Residues (Crop residues),kg of nutrients,99872.1925
154,North Macedonia,83,Sorghum,Residues (Crop residues),kg of nutrients,678.9336
154,North Macedonia,236,Soybeans,Residues (Crop residues),kg of nutrients,614.5261
154,North Macedonia,15,Wheat,Residues (Crop residues),kg of nutrients,2628393.8141
162,Norway,44,Barley,Residues (Crop residues),kg of nutrients,6717653.9333
162,Norway,75,Oats,Residues (Crop residues),kg of nutrients,2846567.2068
162,Norway,116,Potatoes,Residues (Crop residues),kg of nutrients,564778.7448
162,Norway,71,Rye,Residues (Crop residues),kg of nutrients,424327.5196
162,Norway,15,Wheat,Residues (Crop residues),kg of nutrients,4936413.3961
221,Oman,44,Barley,Residues (Crop residues),kg of nutrients,21300.2057
221,Oman,56,Maize,Residues (Crop residues),kg of nutrients,57019.737
221,Oman,116,Potatoes,Residues (Crop residues),kg of nutrients,28298.8662
221,Oman,83,Sorghum,Residues (Crop residues),kg of nutrients,366594.4662
221,Oman,15,Wheat,Residues (Crop residues),kg of nutrients,50267.1773
164,Pacific Islands Trust Territory,56,Maize,Residues (Crop residues),kg of nutrients,
164,Pacific Islands Trust Territory,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,
164,Pacific Islands Trust Territory,83,Sorghum,Residues (Crop residues),kg of nutrients,
165,Pakistan,44,Barley,Residues (Crop residues),kg of nutrients,950217.4972
165,Pakistan,176,"Beans, dry",Residues (Crop residues),kg of nutrients,1964401.7376
165,Pakistan,56,Maize,Residues (Crop residues),kg of nutrients,47671329.8971
165,Pakistan,79,Millet,Residues (Crop residues),kg of nutrients,4190318.112
165,Pakistan,116,Potatoes,Residues (Crop residues),kg of nutrients,8086230.4695
165,Pakistan,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,141944772.0017
165,Pakistan,83,Sorghum,Residues (Crop residues),kg of nutrients,3685654.0403
165,Pakistan,236,Soybeans,Residues (Crop residues),kg of nutrients,5030.9273
165,Pakistan,15,Wheat,Residues (Crop residues),kg of nutrients,347493643.7482
299,Palestine,44,Barley,Residues (Crop residues),kg of nutrients,208882.8627
299,Palestine,116,Potatoes,Residues (Crop residues),kg of nutrients,90645.4869
299,Palestine,83,Sorghum,Residues (Crop residues),kg of nutrients,5815.3191
299,Palestine,15,Wheat,Residues (Crop residues),kg of nutrients,464944.6457
166,Panama,176,"Beans, dry",Residues (Crop residues),kg of nutrients,108768.9335
166,Panama,56,Maize,Residues (Crop residues),kg of nutrients,1237383.7422
166,Panama,116,Potatoes,Residues (Crop residues),kg of nutrients,55267.0029
166,Panama,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,4309800.0738
166,Panama,83,Sorghum,Residues (Crop residues),kg of nutrients,47085.0933
166,Panama,236,Soybeans,Residues (Crop residues),kg of nutrients,4323.8129
168,Papua New Guinea,56,Maize,Residues (Crop residues),kg of nutrients,108772.999
168,Papua New Guinea,116,Potatoes,Residues (Crop residues),kg of nutrients,6239.1895
168,Papua New Guinea,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,14387.3275
168,Papua New Guinea,83,Sorghum,Residues (Crop residues),kg of nutrients,46065.755
169,Paraguay,176,"Beans, dry",Residues (Crop residues),kg of nutrients,849379.6224
169,Paraguay,56,Maize,Residues (Crop residues),kg of nutrients,42382223.1186
169,Paraguay,116,Potatoes,Residues (Crop residues),kg of nutrients,9317.3331
169,Paraguay,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,9829847.5296
169,Paraguay,83,Sorghum,Residues (Crop residues),kg of nutrients,1078921.9676
169,Paraguay,236,Soybeans,Residues (Crop residues),kg of nutrients,130963682.2458
169,Paraguay,15,Wheat,Residues (Crop residues),kg of nutrients,13932489.9168
170,Peru,44,Barley,Residues (Crop residues),kg of nutrients,2882110.006
170,Peru,176,"Beans, dry",Residues (Crop residues),kg of nutrients,879029.5495
170,Peru,56,Maize,Residues (Crop residues),kg of nutrients,13234150.8497
170,Peru,75,Oats,Residues (Crop residues),kg of nutrients,272092.4803
170,Peru,116,Potatoes,Residues (Crop residues),kg of nutrients,11413180.4339
170,Peru,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,31600053.3485
170,Peru,71,Rye,Residues (Crop residues),kg of nutrients,1049.7067
170,Peru,83,Sorghum,Residues (Crop residues),kg of nutrients,1608.3572
170,Peru,236,Soybeans,Residues (Crop residues),kg of nutrients,22515.747
170,Peru,15,Wheat,Residues (Crop residues),kg of nutrients,2740465.5639
171,Philippines,176,"Beans, dry",Residues (Crop residues),kg of nutrients,493133.1009
171,Philippines,56,Maize,Residues (Crop residues),kg of nutrients,69756803.0611
171,Philippines,116,Potatoes,Residues (Crop residues),kg of nutrients,284243.5007
171,Philippines,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,241192387.4784
171,Philippines,83,Sorghum,Residues (Crop residues),kg of nutrients,5182.1517
171,Philippines,236,Soybeans,Residues (Crop residues),kg of nutrients,11858.8225
173,Poland,44,Barley,Residues (Crop residues),kg of nutrients,45463907.9298
173,Poland,176,"Beans, dry",Residues (Crop residues),kg of nutrients,389654.3072
173,Poland,56,Maize,Residues (Crop residues),kg of nutrients,32334079.9501
173,Poland,79,Millet,Residues (Crop residues),kg of nutrients,355072.7495
173,Poland,75,Oats,Residues (Crop residues),kg of nutrients,15840098.7898
173,Poland,116,Potatoes,Residues (Crop residues),kg of nutrients,16245862.8341
173,Poland,71,Rye,Residues (Crop residues),kg of nutrients,29141432.2433
173,Poland,236,Soybeans,Residues (Crop residues),kg of nutrients,286626.8362
173,Poland,15,Wheat,Residues (Crop residues),kg of nutrients,146058601.2555
174,Portugal,44,Barley,Residues (Crop residues),kg of nutrients,634769.0303
174,Portugal,176,"Beans, dry",Residues (Crop residues),kg of nutrients,31782.9824
174,Portugal,56,Maize,Residues (Crop residues),kg of nutrients,5916289.5165
174,Portugal,79,Millet,Residues (Crop residues),kg of nutrients,
174,Portugal,75,Oats,Residues (Crop residues),kg of nutrients,643730.4396
174,Portugal,116,Potatoes,Residues (Crop residues),kg of nutrients,1023716.4282
174,Portugal,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,1945102.0662
174,Portugal,71,Rye,Residues (Crop residues),kg of nutrients,228714.8631
174,Portugal,15,Wheat,Residues (Crop residues),kg of nutrients,811196.1107
177,Puerto Rico,176,"Beans, dry",Residues (Crop residues),kg of nutrients,324.5579
177,Puerto Rico,56,Maize,Residues (Crop residues),kg of nutrients,1471.9345
177,Puerto Rico,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,1044.6656
179,Qatar,44,Barley,Residues (Crop residues),kg of nutrients,8446.2369
179,Qatar,56,Maize,Residues (Crop residues),kg of nutrients,5396.0049
179,Qatar,116,Potatoes,Residues (Crop residues),kg of nutrients,94.7142
179,Qatar,15,Wheat,Residues (Crop residues),kg of nutrients,136.9508
117,Republic of Korea,44,Barley,Residues (Crop residues),kg of nutrients,758512.2743
117,Republic of Korea,176,"Beans, dry",Residues (Crop residues),kg of nutrients,84647.3158
117,Republic of Korea,56,Maize,Residues (Crop residues),kg of nutrients,604462.3623
117,Republic of Korea,79,Millet,Residues (Crop residues),kg of nutrients,18875.7781
117,Republic of Korea,116,Potatoes,Residues (Crop residues),kg of nutrients,1147254.7476
117,Republic of Korea,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,55339183.6747
117,Republic of Korea,71,Rye,Residues (Crop residues),kg of nutrients,57.9284
117,Republic of Korea,83,Sorghum,Residues (Crop residues),kg of nutrients,34492.2639
117,Republic of Korea,236,Soybeans,Residues (Crop residues),kg of nutrients,1082154.7219
117,Republic of Korea,15,Wheat,Residues (Crop residues),kg of nutrients,411161.2902
146,Republic of Moldova,44,Barley,Residues (Crop residues),kg of nutrients,3085159.4861
146,Republic of Moldova,176,"Beans, dry",Residues (Crop residues),kg of nutrients,154218.9412
146,Republic of Moldova,56,Maize,Residues (Crop residues),kg of nutrients,15241840.525
146,Republic of Moldova,79,Millet,Residues (Crop residues),kg of nutrients,711.6476
146,Republic of Moldova,75,Oats,Residues (Crop residues),kg of nutrients,48112.688
146,Republic of Moldova,116,Potatoes,Residues (Crop residues),kg of nutrients,623753.744
146,Republic of Moldova,71,Rye,Residues (Crop residues),kg of nutrients,5543.3241
146,Republic of Moldova,83,Sorghum,Residues (Crop residues),kg of nutrients,4569.002
146,Republic of Moldova,236,Soybeans,Residues (Crop residues),kg of nutrients,810195.1222
146,Republic of Moldova,15,Wheat,Residues (Crop residues),kg of nutrients,15969939.2798
182,Réunion,176,"Beans, dry",Residues (Crop residues),kg of nutrients,33877.8775
182,Réunion,56,Maize,Residues (Crop residues),kg of nutrients,113553.2466
182,Réunion,116,Potatoes,Residues (Crop residues),kg of nutrients,29504.1224
182,Réunion,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,3089.5683
183,Romania,44,Barley,Residues (Crop residues),kg of nutrients,22722746.0871
183,Romania,176,"Beans, dry",Residues (Crop residues),kg of nutrients,172522.529
183,Romania,56,Maize,Residues (Crop residues),kg of nutrients,116888218.0642
183,Romania,75,Oats,Residues (Crop residues),kg of nutrients,4624027.2536
183,Romania,116,Potatoes,Residues (Crop residues),kg of nutrients,6785337.3787
183,Romania,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,505925.5023
183,Romania,71,Rye,Residues (Crop residues),kg of nutrients,309360.4789
183,Romania,83,Sorghum,Residues (Crop residues),kg of nutrients,526494.4046
183,Romania,236,Soybeans,Residues (Crop residues),kg of nutrients,5568669.9202
183,Romania,15,Wheat,Residues (Crop residues),kg of nutrients,125623476.5595
185,Russian Federation,44,Barley,Residues (Crop residues),kg of nutrients,261498606.1188
185,Russian Federation,176,"Beans, dry",Residues (Crop residues),kg of nutrients,57912.9585
185,Russian Federation,56,Maize,Residues (Crop residues),kg of nutrients,110024052.8641
185,Russian Federation,79,Millet,Residues (Crop residues),kg of nutrients,3723537.7232
185,Russian Federation,75,Oats,Residues (Crop residues),kg of nutrients,65957898.3124
185,Russian Federation,116,Potatoes,Residues (Crop residues),kg of nutrients,69988628.5768
185,Russian Federation,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,11186747.061
185,Russian Federation,71,Rye,Residues (Crop residues),kg of nutrients,29878045.3665
185,Russian Federation,83,Sorghum,Residues (Crop residues),kg of nutrients,1729632.7546
185,Russian Federation,236,Soybeans,Residues (Crop residues),kg of nutrients,61876686.8763
185,Russian Federation,15,Wheat,Residues (Crop residues),kg of nutrients,1113311524.5302
184,Rwanda,44,Barley,Residues (Crop residues),kg of nutrients,
184,Rwanda,176,"Beans, dry",Residues (Crop residues),kg of nutrients,6424362.7166
184,Rwanda,56,Maize,Residues (Crop residues),kg of nutrients,3928367.0622
184,Rwanda,79,Millet,Residues (Crop residues),kg of nutrients,69064.7377
184,Rwanda,116,Potatoes,Residues (Crop residues),kg of nutrients,2851096.4025
184,Rwanda,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,1447069.0796
184,Rwanda,83,Sorghum,Residues (Crop residues),kg of nutrients,2532382.2404
184,Rwanda,236,Soybeans,Residues (Crop residues),kg of nutrients,838788.9915
184,Rwanda,15,Wheat,Residues (Crop residues),kg of nutrients,169689.0905
188,Saint Kitts and Nevis,116,Potatoes,Residues (Crop residues),kg of nutrients,147.2823
189,Saint Lucia,56,Maize,Residues (Crop residues),kg of nutrients,
191,Saint Vincent and the Grenadines,56,Maize,Residues (Crop residues),kg of nutrients,4817.1239
191,Saint Vincent and the Grenadines,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,
193,Sao Tome and Principe,56,Maize,Residues (Crop residues),kg of nutrients,9141.8429
194,Saudi Arabia,44,Barley,Residues (Crop residues),kg of nutrients,7285972.3182
194,Saudi Arabia,56,Maize,Residues (Crop residues),kg of nutrients,122774.5911
194,Saudi Arabia,79,Millet,Residues (Crop residues),kg of nutrients,93219.7691
194,Saudi Arabia,116,Potatoes,Residues (Crop residues),kg of nutrients,878925.7727
194,Saudi Arabia,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,
194,Saudi Arabia,83,Sorghum,Residues (Crop residues),kg of nutrients,1615571.8529
194,Saudi Arabia,15,Wheat,Residues (Crop residues),kg of nutrients,7655269.4531
195,Senegal,56,Maize,Residues (Crop residues),kg of nutrients,2710191.5269
195,Senegal,79,Millet,Residues (Crop residues),kg of nutrients,7097884.9638
195,Senegal,116,Potatoes,Residues (Crop residues),kg of nutrients,232051.5741
195,Senegal,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,8771978.0248
195,Senegal,83,Sorghum,Residues (Crop residues),kg of nutrients,2712445.2739
195,Senegal,236,Soybeans,Residues (Crop residues),kg of nutrients,
272,Serbia,44,Barley,Residues (Crop residues),kg of nutrients,3704742.4465
272,Serbia,176,"Beans, dry",Residues (Crop residues),kg of nutrients,164866.4678
272,Serbia,56,Maize,Residues (Crop residues),kg of nutrients,34172822.9451
272,Serbia,79,Millet,Residues (Crop residues),kg of nutrients,1129.5131
272,Serbia,75,Oats,Residues (Crop residues),kg of nutrients,790489.1052
272,Serbia,116,Potatoes,Residues (Crop residues),kg of nutrients,1411816.7424
272,Serbia,71,Rye,Residues (Crop residues),kg of nutrients,128779.2546
272,Serbia,83,Sorghum,Residues (Crop residues),kg of nutrients,82442.0624
272,Serbia,236,Soybeans,Residues (Crop residues),kg of nutrients,6391055.2948
272,Serbia,15,Wheat,Residues (Crop residues),kg of nutrients,28837309.3805
186,Serbia and Montenegro,44,Barley,Residues (Crop residues),kg of nutrients,
186,Serbia and Montenegro,176,"Beans, dry",Residues (Crop residues),kg of nutrients,
186,Serbia and Montenegro,56,Maize,Residues (Crop residues),kg of nutrients,
186,Serbia and Montenegro,79,Millet,Residues (Crop residues),kg of nutrients,
186,Serbia and Montenegro,75,Oats,Residues (Crop residues),kg of nutrients,
186,Serbia and Montenegro,116,Potatoes,Residues (Crop residues),kg of nutrients,
186,Serbia and Montenegro,71,Rye,Residues (Crop residues),kg of nutrients,
186,Serbia and Montenegro,83,Sorghum,Residues (Crop residues),kg of nutrients,
186,Serbia and Montenegro,236,Soybeans,Residues (Crop residues),kg of nutrients,
186,Serbia and Montenegro,15,Wheat,Residues (Crop residues),kg of nutrients,
197,Sierra Leone,56,Maize,Residues (Crop residues),kg of nutrients,286408.4126
