country_code,country,crop_code,crop_name,Element,Unit,fao_cr_resN
116,Democratic People's Republic of Korea,116,Potatoes,Residues (Crop residues),kg of nutrients,5133880.5062
116,Democratic People's Republic of Korea,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,27532778.434
116,Democratic People's Republic of Korea,71,Rye,Residues (Crop residues),kg of nutrients,905990.2196
116,Democratic People's Republic of Korea,83,Sorghum,Residues (Crop residues),kg of nutrients,546274.4434
116,Democratic People's Republic of Korea,236,Soybeans,Residues (Crop residues),kg of nutrients,3710739.261
116,Democratic People's Republic of Korea,15,Wheat,Residues (Crop residues),kg of nutrients,715713.9881
250,Democratic Republic of the Congo,44,Barley,Residues (Crop residues),kg of nutrients,19758.3491
250,Democratic Republic of the Congo,176,"Beans, dry",Residues (Crop residues),kg of nutrients,4216259.2911
250,Democratic Republic of the Congo,56,Maize,Residues (Crop residues),kg of nutrients,26028518.5764
250,Democratic Republic of the Congo,79,Millet,Residues (Crop residues),kg of nutrients,511648.0521
250,Democratic Republic of the Congo,75,Oats,Residues (Crop residues),kg of nutrients,
250,Democratic Republic of the Congo,116,Potatoes,Residues (Crop residues),kg of nutrients,579230.3413
250,Democratic Republic of the Congo,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,30125854.0449
250,Democratic Republic of the Congo,83,Sorghum,Residues (Crop residues),kg of nutrients,91080.198
250,Democratic Republic of the Congo,236,Soybeans,Residues (Crop residues),kg of nutrients,796487.608
250,Democratic Republic of the Congo,15,Wheat,Residues (Crop residues),kg of nutrients,106748.6418
54,Denmark,44,Barley,Residues (Crop residues),kg of nutrients,46000337.6076
54,Denmark,56,Maize,Residues (Crop residues),kg of nutrients,311334.1333
54,Denmark,75,Oats,Residues (Crop residues),kg of nutrients,3401653.8344
54,Denmark,116,Potatoes,Residues (Crop residues),kg of nutrients,3244853.984
54,Denmark,71,Rye,Residues (Crop residues),kg of nutrients,7110606.9535
54,Denmark,15,Wheat,Residues (Crop residues),kg of nutrients,58962502.1425
72,Djibouti,176,"Beans, dry",Residues (Crop residues),kg of nutrients,61379.7921
72,Djibouti,56,Maize,Residues (Crop residues),kg of nutrients,126.8874
55,Dominica,56,Maize,Residues (Crop residues),kg of nutrients,1867.3281
55,Dominica,116,Potatoes,Residues (Crop residues),kg of nutrients,321.2884
56,Dominican Republic,176,"Beans, dry",Residues (Crop residues),kg of nutrients,456483.5679
56,Dominican Republic,56,Maize,Residues (Crop residues),kg of nutrients,436593.1609
56,Dominican Republic,116,Potatoes,Residues (Crop residues),kg of nutrients,151798.2402
56,Dominican Republic,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,7886861.6823
56,Dominican Republic,83,Sorghum,Residues (Crop residues),kg of nutrients,16031.7138
58,Ecuador,44,Barley,Residues (Crop residues),kg of nutrients,204706.6879
58,Ecuador,176,"Beans, dry",Residues (Crop residues),kg of nutrients,323554.786
58,Ecuador,56,Maize,Residues (Crop residues),kg of nutrients,12215432.8952
58,Ecuador,75,Oats,Residues (Crop residues),kg of nutrients,16204.7552
58,Ecuador,116,Potatoes,Residues (Crop residues),kg of nutrients,1008074.2559
58,Ecuador,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,15100297.4364
58,Ecuador,71,Rye,Residues (Crop residues),kg of nutrients,1471.1841
58,Ecuador,83,Sorghum,Residues (Crop residues),kg of nutrients,186720.1449
58,Ecuador,236,Soybeans,Residues (Crop residues),kg of nutrients,635335.1565
58,Ecuador,15,Wheat,Residues (Crop residues),kg of nutrients,85398.6343
59,Egypt,44,Barley,Residues (Crop residues),kg of nutrients,1398218.0261
59,Egypt,176,"Beans, dry",Residues (Crop residues),kg of nutrients,797760.2591
59,Egypt,56,Maize,Residues (Crop residues),kg of nutrients,56781122.1447
59,Egypt,116,Potatoes,Residues (Crop residues),kg of nutrients,7845102.031
59,Egypt,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,62509867.116
59,Egypt,71,Rye,Residues (Crop residues),kg of nutrients,1121492.9387
59,Egypt,83,Sorghum,Residues (Crop residues),kg of nutrients,6654949.9088
59,Egypt,236,Soybeans,Residues (Crop residues),kg of nutrients,568172.6064
59,Egypt,15,Wheat,Residues (Crop residues),kg of nutrients,108397091.4379
60,El Salvador,176,"Beans, dry",Residues (Crop residues),kg of nutrients,1489755.016
60,El Salvador,56,Maize,Residues (Crop residues),kg of nutrients,8001486.042
60,El Salvador,116,Potatoes,Residues (Crop residues),kg of nutrients,28809.1222
60,El Salvador,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,273643.9312
60,El Salvador,83,Sorghum,Residues (Crop residues),kg of nutrients,1328411.0732
60,El Salvador,236,Soybeans,Residues (Crop residues),kg of nutrients,85431.945
178,Eritrea,44,Barley,Residues (Crop residues),kg of nutrients,935886.0448
178,Eritrea,176,"Beans, dry",Residues (Crop residues),kg of nutrients,16240.0446
178,Eritrea,56,Maize,Residues (Crop residues),kg of nutrients,233602.6096
178,Eritrea,79,Millet,Residues (Crop residues),kg of nutrients,353975.52
178,Eritrea,116,Potatoes,Residues (Crop residues),kg of nutrients,3284.3334
178,Eritrea,83,Sorghum,Residues (Crop residues),kg of nutrients,3739298.9312
178,Eritrea,15,Wheat,Residues (Crop residues),kg of nutrients,389748.996
63,Estonia,44,Barley,Residues (Crop residues),kg of nutrients,5077390.3083
63,Estonia,176,"Beans, dry",Residues (Crop residues),kg of nutrients,329593.4408
63,Estonia,75,Oats,Residues (Crop residues),kg of nutrients,993823.1426
63,Estonia,116,Potatoes,Residues (Crop residues),kg of nutrients,206452.5109
63,Estonia,71,Rye,Residues (Crop residues),kg of nutrients,547248.7907
63,Estonia,15,Wheat,Residues (Crop residues),kg of nutrients,9021079.8402
209,Eswatini,176,"Beans, dry",Residues (Crop residues),kg of nutrients,15007.224
209,Eswatini,56,Maize,Residues (Crop residues),kg of nutrients,1014492.305
209,Eswatini,116,Potatoes,Residues (Crop residues),kg of nutrients,94349.0578
209,Eswatini,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,1569.5542
209,Eswatini,83,Sorghum,Residues (Crop residues),kg of nutrients,15655.316
209,Eswatini,15,Wheat,Residues (Crop residues),kg of nutrients,8149.503
238,Ethiopia,44,Barley,Residues (Crop residues),kg of nutrients,26781979.8944
238,Ethiopia,176,"Beans, dry",Residues (Crop residues),kg of nutrients,5240806.8868
238,Ethiopia,56,Maize,Residues (Crop residues),kg of nutrients,69656600.0825
238,Ethiopia,79,Millet,Residues (Crop residues),kg of nutrients,12290834.6853
238,Ethiopia,75,Oats,Residues (Crop residues),kg of nutrients,557111.4212
238,Ethiopia,116,Potatoes,Residues (Crop residues),kg of nutrients,2377052.0531
238,Ethiopia,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,2012906.9782
238,Ethiopia,83,Sorghum,Residues (Crop residues),kg of nutrients,52805940.14
238,Ethiopia,236,Soybeans,Residues (Crop residues),kg of nutrients,1191179.4571
238,Ethiopia,15,Wheat,Residues (Crop residues),kg of nutrients,63287408.5782
62,Ethiopia PDR,44,Barley,Residues (Crop residues),kg of nutrients,
62,Ethiopia PDR,176,"Beans, dry",Residues (Crop residues),kg of nutrients,
62,Ethiopia PDR,56,Maize,Residues (Crop residues),kg of nutrients,
62,Ethiopia PDR,79,Millet,Residues (Crop residues),kg of nutrients,
62,Ethiopia PDR,75,Oats,Residues (Crop residues),kg of nutrients,
62,Ethiopia PDR,116,Potatoes,Residues (Crop residues),kg of nutrients,
62,Ethiopia PDR,83,Sorghum,Residues (Crop residues),kg of nutrients,
62,Ethiopia PDR,236,Soybeans,Residues (Crop residues),kg of nutrients,
62,Ethiopia PDR,15,Wheat,Residues (Crop residues),kg of nutrients,
64,Faroe Islands,116,Potatoes,Residues (Crop residues),kg of nutrients,3734.4974
66,Fiji,56,Maize,Residues (Crop residues),kg of nutrients,8512.2472
66,Fiji,116,Potatoes,Residues (Crop residues),kg of nutrients,761.1123
66,Fiji,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,128145.1367
66,Fiji,83,Sorghum,Residues (Crop residues),kg of nutrients,268.8444
67,Finland,44,Barley,Residues (Crop residues),kg of nutrients,17452565.6162
67,Finland,75,Oats,Residues (Crop residues),kg of nutrients,10445547.0508
67,Finland,116,Potatoes,Residues (Crop residues),kg of nutrients,1067464.2608
67,Finland,71,Rye,Residues (Crop residues),kg of nutrients,1186564.8186
67,Finland,15,Wheat,Residues (Crop residues),kg of nutrients,10156628.4893
68,France,44,Barley,Residues (Crop residues),kg of nutrients,121032373.4612
68,France,176,"Beans, dry",Residues (Crop residues),kg of nutrients,67077.6008
68,France,56,Maize,Residues (Crop residues),kg of nutrients,112017969.491
68,France,79,Millet,Residues (Crop residues),kg of nutrients,454827.2818
68,France,75,Oats,Residues (Crop residues),kg of nutrients,3416769.5847
68,France,116,Potatoes,Residues (Crop residues),kg of nutrients,11088786.9625
68,France,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,994776.9402
68,France,71,Rye,Residues (Crop residues),kg of nutrients,1043204.7203
68,France,83,Sorghum,Residues (Crop residues),kg of nutrients,2347588.4905
68,France,236,Soybeans,Residues (Crop residues),kg of nutrients,5245289.943
68,France,15,Wheat,Residues (Crop residues),kg of nutrients,454180464.1364
69,French Guiana,56,Maize,Residues (Crop residues),kg of nutrients,5452.91
69,French Guiana,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,63993.2179
69,French Guiana,236,Soybeans,Residues (Crop residues),kg of nutrients,
70,French Polynesia,116,Potatoes,Residues (Crop residues),kg of nutrients,1841.6203
74,Gabon,56,Maize,Residues (Crop residues),kg of nutrients,458303.2417
74,Gabon,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,24171.4809
74,Gabon,236,Soybeans,Residues (Crop residues),kg of nutrients,89454.8505
75,Gambia,56,Maize,Residues (Crop residues),kg of nutrients,473763.9746
75,Gambia,79,Millet,Residues (Crop residues),kg of nutrients,1198067.2477
75,Gambia,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,1653486.1339
75,Gambia,83,Sorghum,Residues (Crop residues),kg of nutrients,518641.2858
73,Georgia,44,Barley,Residues (Crop residues),kg of nutrients,586712.3051
73,Georgia,176,"Beans, dry",Residues (Crop residues),kg of nutrients,73853.8464
73,Georgia,56,Maize,Residues (Crop residues),kg of nutrients,1394029.0662
73,Georgia,75,Oats,Residues (Crop residues),kg of nutrients,47083.4564
73,Georgia,116,Potatoes,Residues (Crop residues),kg of nutrients,600341.5472
73,Georgia,71,Rye,Residues (Crop residues),kg of nutrients,2245.9001
73,Georgia,236,Soybeans,Residues (Crop residues),kg of nutrients,22110.5917
73,Georgia,15,Wheat,Residues (Crop residues),kg of nutrients,1318904.6139
79,Germany,44,Barley,Residues (Crop residues),kg of nutrients,123727038.7073
79,Germany,176,"Beans, dry",Residues (Crop residues),kg of nutrients,
79,Germany,56,Maize,Residues (Crop residues),kg of nutrients,35701613.982
79,Germany,75,Oats,Residues (Crop residues),kg of nutrients,5754063.778
79,Germany,116,Potatoes,Residues (Crop residues),kg of nutrients,17138667.12
79,Germany,71,Rye,Residues (Crop residues),kg of nutrients,27629769.9223
79,Germany,236,Soybeans,Residues (Crop residues),kg of nutrients,754424.4131
79,Germany,15,Wheat,Residues (Crop residues),kg of nutrients,299502302.7709
81,Ghana,176,"Beans, dry",Residues (Crop residues),kg of nutrients,1739374.628
81,Ghana,56,Maize,Residues (Crop residues),kg of nutrients,18868109.0732
81,Ghana,79,Millet,Residues (Crop residues),kg of nutrients,2006036.4379
81,Ghana,75,Oats,Residues (Crop residues),kg of nutrients,718.1359
81,Ghana,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,10526548.6292
81,Ghana,83,Sorghum,Residues (Crop residues),kg of nutrients,3874033.4983
84,Greece,44,Barley,Residues (Crop residues),kg of nutrients,4447750.3688
84,Greece,176,"Beans, dry",Residues (Crop residues),kg of nutrients,157694.0575
84,Greece,56,Maize,Residues (Crop residues),kg of nutrients,10708751.8708
84,Greece,79,Millet,Residues (Crop residues),kg of nutrients,1312.2319
84,Greece,75,Oats,Residues (Crop residues),kg of nutrients,1485209.8568
84,Greece,116,Potatoes,Residues (Crop residues),kg of nutrients,939938.24
84,Greece,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,2024848.4838
84,Greece,71,Rye,Residues (Crop residues),kg of nutrients,271346.1189
84,Greece,83,Sorghum,Residues (Crop residues),kg of nutrients,5793.3122
84,Greece,236,Soybeans,Residues (Crop residues),kg of nutrients,45922.5735
84,Greece,15,Wheat,Residues (Crop residues),kg of nutrients,14198239.9978
86,Grenada,176,"Beans, dry",Residues (Crop residues),kg of nutrients,1365.5034
86,Grenada,56,Maize,Residues (Crop residues),kg of nutrients,4066.4035
87,Guadeloupe,56,Maize,Residues (Crop residues),kg of nutrients,
87,Guadeloupe,116,Potatoes,Residues (Crop residues),kg of nutrients,
88,Guam,56,Maize,Residues (Crop residues),kg of nutrients,458.1859
89,Guatemala,44,Barley,Residues (Crop residues),kg of nutrients,274.8966
89,Guatemala,176,"Beans, dry",Residues (Crop residues),kg of nutrients,3210138.03
89,Guatemala,56,Maize,Residues (Crop residues),kg of nutrients,18017913.983
89,Guatemala,116,Potatoes,Residues (Crop residues),kg of nutrients,999859.3831
89,Guatemala,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,462528.6805
89,Guatemala,83,Sorghum,Residues (Crop residues),kg of nutrients,665807.5471
89,Guatemala,236,Soybeans,Residues (Crop residues),kg of nutrients,507379.161
89,Guatemala,15,Wheat,Residues (Crop residues),kg of nutrients,12021.748
90,Guinea,56,Maize,Residues (Crop residues),kg of nutrients,8297811.1683
90,Guinea,79,Millet,Residues (Crop residues),kg of nutrients,2426002.0639
90,Guinea,116,Potatoes,Residues (Crop residues),kg of nutrients,178872.3111
90,Guinea,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,49884851.869
90,Guinea,83,Sorghum,Residues (Crop residues),kg of nutrients,719038.2072
175,Guinea-Bissau,56,Maize,Residues (Crop residues),kg of nutrients,83554.3561
175,Guinea-Bissau,79,Millet,Residues (Crop residues),kg of nutrients,178166.7346
175,Guinea-Bissau,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,3449999.2806
175,Guinea-Bissau,83,Sorghum,Residues (Crop residues),kg of nutrients,322491.9366
91,Guyana,56,Maize,Residues (Crop residues),kg of nutrients,42157.9174
91,Guyana,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,8169979.1289
91,Guyana,236,Soybeans,Residues (Crop residues),kg of nutrients,
93,Haiti,176,"Beans, dry",Residues (Crop residues),kg of nutrients,1849755.0478
93,Haiti,56,Maize,Residues (Crop residues),kg of nutrients,2821942.5312
93,Haiti,116,Potatoes,Residues (Crop residues),kg of nutrients,103736.6049
93,Haiti,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,2736167.0738
93,Haiti,83,Sorghum,Residues (Crop residues),kg of nutrients,1465209.7395
95,Honduras,176,"Beans, dry",Residues (Crop residues),kg of nutrients,1739806.2663
95,Honduras,56,Maize,Residues (Crop residues),kg of nutrients,6699847.4905
95,Honduras,116,Potatoes,Residues (Crop residues),kg of nutrients,61936.6805
95,Honduras,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,609784.0043
95,Honduras,83,Sorghum,Residues (Crop residues),kg of nutrients,603700.7386
95,Honduras,236,Soybeans,Residues (Crop residues),kg of nutrients,18066.3745
95,Honduras,15,Wheat,Residues (Crop residues),kg of nutrients,23096.8045
97,Hungary,44,Barley,Residues (Crop residues),kg of nutrients,16357775.7026
97,Hungary,176,"Beans, dry",Residues (Crop residues),kg of nutrients,16323.1007
97,Hungary,56,Maize,Residues (Crop residues),kg of nutrients,54916411.0882
97,Hungary,79,Millet,Residues (Crop residues),kg of nutrients,46991.5392
97,Hungary,75,Oats,Residues (Crop residues),kg of nutrients,1012786.3786
97,Hungary,116,Potatoes,Residues (Crop residues),kg of nutrients,753944.6541
97,Hungary,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,126544.9256
97,Hungary,71,Rye,Residues (Crop residues),kg of nutrients,908057.9088
97,Hungary,83,Sorghum,Residues (Crop residues),kg of nutrients,141623.892
97,Hungary,236,Soybeans,Residues (Crop residues),kg of nutrients,1498948.1931
97,Hungary,15,Wheat,Residues (Crop residues),kg of nutrients,65277165.9782
99,Iceland,116,Potatoes,Residues (Crop residues),kg of nutrients,21827.184
100,India,44,Barley,Residues (Crop residues),kg of nutrients,22157345.504
100,India,176,"Beans, dry",Residues (Crop residues),kg of nutrients,147559052.6913
100,India,56,Maize,Residues (Crop residues),kg of nutrients,252935879.9376
100,India,79,Millet,Residues (Crop residues),kg of nutrients,136259913.472
100,India,116,Potatoes,Residues (Crop residues),kg of nutrients,95315652.4
100,India,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,2141331007.312
100,India,83,Sorghum,Residues (Crop residues),kg of nutrients,92013364.7296
100,India,236,Soybeans,Residues (Crop residues),kg of nutrients,220700250.3395
100,India,15,Wheat,Residues (Crop residues),kg of nutrients,1273545245.9184
101,Indonesia,176,"Beans, dry",Residues (Crop residues),kg of nutrients,2790406.368
101,Indonesia,56,Maize,Residues (Crop residues),kg of nutrients,230949605.681
101,Indonesia,116,Potatoes,Residues (Crop residues),kg of nutrients,2781446.5053
101,Indonesia,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,931812360.2768
101,Indonesia,236,Soybeans,Residues (Crop residues),kg of nutrients,8928260.5126
102,Iran (Islamic Republic of),44,Barley,Residues (Crop residues),kg of nutrients,41646325.952
102,Iran (Islamic Republic of),176,"Beans, dry",Residues (Crop residues),kg of nutrients,1962816.8076
102,Iran (Islamic Republic of),56,Maize,Residues (Crop residues),kg of nutrients,9846789.8988
102,Iran (Islamic Republic of),79,Millet,Residues (Crop residues),kg of nutrients,210996.0339
102,Iran (Islamic Republic of),116,Potatoes,Residues (Crop residues),kg of nutrients,8563590.2116
102,Iran (Islamic Republic of),27,"Rice, paddy",Residues (Crop residues),kg of nutrients,31355439.9749
102,Iran (Islamic Republic of),71,Rye,Residues (Crop residues),kg of nutrients,5734.8239
102,Iran (Islamic Republic of),236,Soybeans,Residues (Crop residues),kg of nutrients,2718334.304
102,Iran (Islamic Republic of),15,Wheat,Residues (Crop residues),kg of nutrients,190071860.16
103,Iraq,44,Barley,Residues (Crop residues),kg of nutrients,4297432.1363
103,Iraq,176,"Beans, dry",Residues (Crop residues),kg of nutrients,35208.2062
103,Iraq,56,Maize,Residues (Crop residues),kg of nutrients,1600259.8988
103,Iraq,79,Millet,Residues (Crop residues),kg of nutrients,46565.8561
103,Iraq,75,Oats,Residues (Crop residues),kg of nutrients,4499.6082
103,Iraq,116,Potatoes,Residues (Crop residues),kg of nutrients,473217.9955
103,Iraq,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,3095695.5537
103,Iraq,83,Sorghum,Residues (Crop residues),kg of nutrients,42614.5947
103,Iraq,236,Soybeans,Residues (Crop residues),kg of nutrients,639.9331
103,Iraq,15,Wheat,Residues (Crop residues),kg of nutrients,38927437.7929
104,Ireland,44,Barley,Residues (Crop residues),kg of nutrients,16962997.4447
104,Ireland,176,"Beans, dry",Residues (Crop residues),kg of nutrients,545835.1904
104,Ireland,75,Oats,Residues (Crop residues),kg of nutrients,1890240.74
104,Ireland,116,Potatoes,Residues (Crop residues),kg of nutrients,611265.5168
104,Ireland,71,Rye,Residues (Crop residues),kg of nutrients,6520.5711
104,Ireland,15,Wheat,Residues (Crop residues),kg of nutrients,8254127.1365
105,Israel,44,Barley,Residues (Crop residues),kg of nutrients,174617.1224
105,Israel,56,Maize,Residues (Crop residues),kg of nutrients,666764.8808
105,Israel,75,Oats,Residues (Crop residues),kg of nutrients,8638.2648
105,Israel,116,Potatoes,Residues (Crop residues),kg of nutrients,851090.9578
105,Israel,83,Sorghum,Residues (Crop residues),kg of nutrients,407344.0663
105,Israel,15,Wheat,Residues (Crop residues),kg of nutrients,1019795.1516
106,Italy,44,Barley,Residues (Crop residues),kg of nutrients,11814287.9873
106,Italy,176,"Beans, dry",Residues (Crop residues),kg of nutrients,101900.3386
106,Italy,56,Maize,Residues (Crop residues),kg of nutrients,47785772.226
106,Italy,75,Oats,Residues (Crop residues),kg of nutrients,2710276.1373
106,Italy,116,Potatoes,Residues (Crop residues),kg of nutrients,2390235.2096
106,Italy,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,16765011.3609
106,Italy,71,Rye,Residues (Crop residues),kg of nutrients,120752.113
106,Italy,83,Sorghum,Residues (Crop residues),kg of nutrients,2119475.2414
106,Italy,236,Soybeans,Residues (Crop residues),kg of nutrients,12668778.5333
106,Italy,15,Wheat,Residues (Crop residues),kg of nutrients,88682952.8171
109,Jamaica,176,"Beans, dry",Residues (Crop residues),kg of nutrients,1797.7374
109,Jamaica,56,Maize,Residues (Crop residues),kg of nutrients,28153.6872
109,Jamaica,116,Potatoes,Residues (Crop residues),kg of nutrients,39372.8359
109,Jamaica,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,26.8456
110,Japan,44,Barley,Residues (Crop residues),kg of nutrients,2296735.8812
110,Japan,176,"Beans, dry",Residues (Crop residues),kg of nutrients,582555.4816
110,Japan,56,Maize,Residues (Crop residues),kg of nutrients,1506.6678
110,Japan,79,Millet,Residues (Crop residues),kg of nutrients,2276.6909
110,Japan,75,Oats,Residues (Crop residues),kg of nutrients,1713.4895
110,Japan,116,Potatoes,Residues (Crop residues),kg of nutrients,3730229.901
110,Japan,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,103741041.84
110,Japan,71,Rye,Residues (Crop residues),kg of nutrients,
110,Japan,83,Sorghum,Residues (Crop residues),kg of nutrients,
110,Japan,236,Soybeans,Residues (Crop residues),kg of nutrients,3973189.5818
110,Japan,15,Wheat,Residues (Crop residues),kg of nutrients,11454121.5341
112,Jordan,44,Barley,Residues (Crop residues),kg of nutrients,715159.9186
112,Jordan,56,Maize,Residues (Crop residues),kg of nutrients,169538.844
112,Jordan,79,Millet,Residues (Crop residues),kg of nutrients,274.5721
112,Jordan,116,Potatoes,Residues (Crop residues),kg of nutrients,197849.1747
112,Jordan,83,Sorghum,Residues (Crop residues),kg of nutrients,99770.3839
112,Jordan,236,Soybeans,Residues (Crop residues),kg of nutrients,
112,Jordan,15,Wheat,Residues (Crop residues),kg of nutrients,338749.2462
108,Kazakhstan,44,Barley,Residues (Crop residues),kg of nutrients,46388638.3898
108,Kazakhstan,176,"Beans, dry",Residues (Crop residues),kg of nutrients,5676550.5804
108,Kazakhstan,56,Maize,Residues (Crop residues),kg of nutrients,6423285.5169
108,Kazakhstan,79,Millet,Residues (Crop residues),kg of nutrients,458945.9236
108,Kazakhstan,75,Oats,Residues (Crop residues),kg of nutrients,3946144.6496
108,Kazakhstan,116,Potatoes,Residues (Crop residues),kg of nutrients,7467583.1057
108,Kazakhstan,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,5786764.3231
108,Kazakhstan,71,Rye,Residues (Crop residues),kg of nutrients,537454.2764
108,Kazakhstan,83,Sorghum,Residues (Crop residues),kg of nutrients,94285.2821
108,Kazakhstan,236,Soybeans,Residues (Crop residues),kg of nutrients,3675143.6331
108,Kazakhstan,15,Wheat,Residues (Crop residues),kg of nutrients,219613496.6776
114,Kenya,44,Barley,Residues (Crop residues),kg of nutrients,932184.5037
114,Kenya,176,"Beans, dry",Residues (Crop residues),kg of nutrients,13122329.5898
114,Kenya,56,Maize,Residues (Crop residues),kg of nutrients,32585633.8319
114,Kenya,79,Millet,Residues (Crop residues),kg of nutrients,685287.5392
114,Kenya,75,Oats,Residues (Crop residues),kg of nutrients,58872.746
114,Kenya,116,Potatoes,Residues (Crop residues),kg of nutrients,5621002.568
114,Kenya,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,1199564.4671
114,Kenya,83,Sorghum,Residues (Crop residues),kg of nutrients,3024967.6625
114,Kenya,236,Soybeans,Residues (Crop residues),kg of nutrients,44848.2442
114,Kenya,15,Wheat,Residues (Crop residues),kg of nutrients,2268609.6293
118,Kuwait,44,Barley,Residues (Crop residues),kg of nutrients,26753.5569
118,Kuwait,56,Maize,Residues (Crop residues),kg of nutrients,30839.1737
118,Kuwait,116,Potatoes,Residues (Crop residues),kg of nutrients,69827.9518
118,Kuwait,15,Wheat,Residues (Crop residues),kg of nutrients,285.0594
113,Kyrgyzstan,44,Barley,Residues (Crop residues),kg of nutrients,5557513.3291
113,Kyrgyzstan,176,"Beans, dry",Residues (Crop residues),kg of nutrients,901704.0268
113,Kyrgyzstan,56,Maize,Residues (Crop residues),kg of nutrients,5295548.6885
113,Kyrgyzstan,79,Millet,Residues (Crop residues),kg of nutrients,1058.4155
113,Kyrgyzstan,75,Oats,Residues (Crop residues),kg of nutrients,24579.7291
113,Kyrgyzstan,116,Potatoes,Residues (Crop residues),kg of nutrients,3192488.9287
113,Kyrgyzstan,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,500132.3266
113,Kyrgyzstan,71,Rye,Residues (Crop residues),kg of nutrients,3472.1247
113,Kyrgyzstan,83,Sorghum,Residues (Crop residues),kg of nutrients,823.3985
113,Kyrgyzstan,236,Soybeans,Residues (Crop residues),kg of nutrients,50731.5303
113,Kyrgyzstan,15,Wheat,Residues (Crop residues),kg of nutrients,8013671.9279
120,Lao People's Democratic Republic,176,"Beans, dry",Residues (Crop residues),kg of nutrients,41674.068
120,Lao People's Democratic Republic,56,Maize,Residues (Crop residues),kg of nutrients,9759453.7856
120,Lao People's Democratic Republic,116,Potatoes,Residues (Crop residues),kg of nutrients,3085.7591
120,Lao People's Democratic Republic,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,49548404.1822
120,Lao People's Democratic Republic,236,Soybeans,Residues (Crop residues),kg of nutrients,119500.3906
119,Latvia,44,Barley,Residues (Crop residues),kg of nutrients,2940671.5121
119,Latvia,176,"Beans, dry",Residues (Crop residues),kg of nutrients,1004818.7744
119,Latvia,75,Oats,Residues (Crop residues),kg of nutrients,1515975.448
119,Latvia,116,Potatoes,Residues (Crop residues),kg of nutrients,868623.0416
119,Latvia,71,Rye,Residues (Crop residues),kg of nutrients,1345684.2826
119,Latvia,15,Wheat,Residues (Crop residues),kg of nutrients,26810466.2018
121,Lebanon,44,Barley,Residues (Crop residues),kg of nutrients,394151.5698
121,Lebanon,176,"Beans, dry",Residues (Crop residues),kg of nutrients,7111.533
121,Lebanon,56,Maize,Residues (Crop residues),kg of nutrients,26006.6802
121,Lebanon,75,Oats,Residues (Crop residues),kg of nutrients,1722.379
121,Lebanon,116,Potatoes,Residues (Crop residues),kg of nutrients,711443.5926
121,Lebanon,83,Sorghum,Residues (Crop residues),kg of nutrients,5636.0336
121,Lebanon,15,Wheat,Residues (Crop residues),kg of nutrients,1673678.1176
122,Lesotho,44,Barley,Residues (Crop residues),kg of nutrients,15619.1629
122,Lesotho,176,"Beans, dry",Residues (Crop residues),kg of nutrients,192682.1107
122,Lesotho,56,Maize,Residues (Crop residues),kg of nutrients,1988055.2662
122,Lesotho,75,Oats,Residues (Crop residues),kg of nutrients,5707.5881
122,Lesotho,116,Potatoes,Residues (Crop residues),kg of nutrients,281860.9271
122,Lesotho,83,Sorghum,Residues (Crop residues),kg of nutrients,691160.7097
122,Lesotho,15,Wheat,Residues (Crop residues),kg of nutrients,130233.22
123,Liberia,27,"Rice, paddy",Residues (Crop residues),kg of nutrients,6848683.5655
123,Liberia,236,Soybeans,Residues (Crop residues),kg of nutrients,121281.7506
124,Libya,44,Barley,Residues (Crop residues),kg of nutrients,356407.3998
124,Libya,176,"Beans, dry",Residues (Crop residues),kg of nutrients,8591.9347
124,Libya,56,Maize,Residues (Crop residues),kg of nutrients,31803.598
