country_code,country,crop_code,crop_name,Element,Unit,Y2018
146,Republic of Moldova,523,Quinces,Area harvested,ha,997
146,Republic of Moldova,523,Quinces,Production,tonnes,3262
146,Republic of Moldova,270,Rapeseed,Area harvested,ha,42895
146,Republic of Moldova,270,Rapeseed,Production,tonnes,85607
146,Republic of Moldova,547,Raspberries,Area harvested,ha,1000
146,Republic of Moldova,547,Raspberries,Production,tonnes,2598
146,Republic of Moldova,27,"Rice, paddy",Area harvested,ha,
146,Republic of Moldova,27,"Rice, paddy",Production,tonnes,
146,Republic of Moldova,71,Rye,Area harvested,ha,282
146,Republic of Moldova,71,Rye,Production,tonnes,906
146,Republic of Moldova,83,Sorghum,Area harvested,ha,1143
146,Republic of Moldova,83,Sorghum,Production,tonnes,4616
146,Republic of Moldova,236,Soybeans,Area harvested,ha,27150
146,Republic of Moldova,236,Soybeans,Production,tonnes,57684
146,Republic of Moldova,544,Strawberries,Area harvested,ha,1822
146,Republic of Moldova,544,Strawberries,Production,tonnes,10086
146,Republic of Moldova,157,Sugar beet,Area harvested,ha,18962
146,Republic of Moldova,157,Sugar beet,Production,tonnes,707137
146,Republic of Moldova,267,Sunflower seed,Area harvested,ha,362675
146,Republic of Moldova,267,Sunflower seed,Production,tonnes,788726
146,Republic of Moldova,826,"Tobacco, unmanufactured",Area harvested,ha,366
146,Republic of Moldova,826,"Tobacco, unmanufactured",Production,tonnes,692
146,Republic of Moldova,388,Tomatoes,Area harvested,ha,4420
146,Republic of Moldova,388,Tomatoes,Production,tonnes,52120
146,Republic of Moldova,463,"Vegetables, fresh nes",Area harvested,ha,2857
146,Republic of Moldova,463,"Vegetables, fresh nes",Production,tonnes,25992
146,Republic of Moldova,205,Vetches,Area harvested,ha,70
146,Republic of Moldova,205,Vetches,Production,tonnes,63
146,Republic of Moldova,222,"Walnuts, with shell",Area harvested,ha,18913
146,Republic of Moldova,222,"Walnuts, with shell",Production,tonnes,18247
146,Republic of Moldova,567,Watermelons,Area harvested,ha,4872
146,Republic of Moldova,567,Watermelons,Production,tonnes,44408
146,Republic of Moldova,15,Wheat,Area harvested,ha,372076
146,Republic of Moldova,15,Wheat,Production,tonnes,1162778
146,Republic of Moldova,1817,Cereals (Rice Milled Eqv),Area harvested,ha,928851
146,Republic of Moldova,1817,Cereals (Rice Milled Eqv),Production,tonnes,3421119
146,Republic of Moldova,1717,"Cereals, Total",Area harvested,ha,928851
146,Republic of Moldova,1717,"Cereals, Total",Production,tonnes,3421119
146,Republic of Moldova,1814,"Coarse Grain, Total",Area harvested,ha,556775
146,Republic of Moldova,1814,"Coarse Grain, Total",Production,tonnes,2258341
146,Republic of Moldova,1753,Fibre Crops Primary,Production,tonnes,
146,Republic of Moldova,1738,Fruit Primary,Area harvested,ha,226262
146,Republic of Moldova,1738,Fruit Primary,Production,tonnes,1650131
146,Republic of Moldova,1731,Oilcrops,Area harvested,ha,432720
146,Republic of Moldova,1731,Oilcrops,Production,tonnes,932017
146,Republic of Moldova,1841,"Oilcrops, Cake Equivalent",Area harvested,ha,
146,Republic of Moldova,1841,"Oilcrops, Cake Equivalent",Production,tonnes,
146,Republic of Moldova,1732,"Oilcrops, Oil Equivalent",Area harvested,ha,
146,Republic of Moldova,1732,"Oilcrops, Oil Equivalent",Production,tonnes,
146,Republic of Moldova,1726,"Pulses, Total",Area harvested,ha,38203
146,Republic of Moldova,1726,"Pulses, Total",Production,tonnes,46668
146,Republic of Moldova,1720,"Roots and Tubers, Total",Area harvested,ha,18946
146,Republic of Moldova,1720,"Roots and Tubers, Total",Production,tonnes,174774
146,Republic of Moldova,1729,"Treenuts, Total",Area harvested,ha,19878
146,Republic of Moldova,1729,"Treenuts, Total",Production,tonnes,19695
146,Republic of Moldova,1735,Vegetables Primary,Area harvested,ha,29722
146,Republic of Moldova,1735,Vegetables Primary,Production,tonnes,279184
182,Réunion,515,Apples,Area harvested,ha,7
182,Réunion,515,Apples,Production,tonnes,80
182,Réunion,366,Artichokes,Production,tonnes,279
182,Réunion,367,Asparagus,Production,tonnes,106
182,Réunion,572,Avocados,Area harvested,ha,104
182,Réunion,572,Avocados,Production,tonnes,732
182,Réunion,486,Bananas,Area harvested,ha,2077
182,Réunion,486,Bananas,Production,tonnes,10466
182,Réunion,176,"Beans, dry",Area harvested,ha,2887
182,Réunion,176,"Beans, dry",Production,tonnes,2251
182,Réunion,414,"Beans, green",Area harvested,ha,1241
182,Réunion,414,"Beans, green",Production,tonnes,2866
182,Réunion,558,Berries nes,Area harvested,ha,11
182,Réunion,558,Berries nes,Production,tonnes,32
182,Réunion,358,Cabbages and other brassicas,Area harvested,ha,170
182,Réunion,358,Cabbages and other brassicas,Production,tonnes,2479
182,Réunion,426,Carrots and turnips,Area harvested,ha,41
182,Réunion,426,Carrots and turnips,Production,tonnes,1136
182,Réunion,125,Cassava,Area harvested,ha,14
182,Réunion,125,Cassava,Production,tonnes,139
182,Réunion,393,Cauliflowers and broccoli,Area harvested,ha,347
182,Réunion,393,Cauliflowers and broccoli,Production,tonnes,6005
182,Réunion,689,"Chillies and peppers, dry",Area harvested,ha,99
182,Réunion,689,"Chillies and peppers, dry",Production,tonnes,955
182,Réunion,249,Coconuts,Area harvested,ha,60
182,Réunion,249,Coconuts,Production,tonnes,220
182,Réunion,399,Eggplants (aubergines),Area harvested,ha,51
182,Réunion,399,Eggplants (aubergines),Production,tonnes,1034
182,Réunion,821,Fibre crops nes,Area harvested,ha,51
182,Réunion,821,Fibre crops nes,Production,tonnes,255
182,Réunion,619,"Fruit, fresh nes",Area harvested,ha,2688
182,Réunion,619,"Fruit, fresh nes",Production,tonnes,22170
182,Réunion,541,"Fruit, stone nes",Area harvested,ha,118
182,Réunion,541,"Fruit, stone nes",Production,tonnes,262
182,Réunion,603,"Fruit, tropical fresh nes",Area harvested,ha,803
182,Réunion,603,"Fruit, tropical fresh nes",Production,tonnes,4227
182,Réunion,406,Garlic,Area harvested,ha,11
182,Réunion,406,Garlic,Production,tonnes,56
182,Réunion,720,Ginger,Area harvested,ha,3
182,Réunion,720,Ginger,Production,tonnes,30
182,Réunion,560,Grapes,Area harvested,ha,38
182,Réunion,560,Grapes,Production,tonnes,284
182,Réunion,242,"Groundnuts, with shell",Area harvested,ha,1699
182,Réunion,242,"Groundnuts, with shell",Production,tonnes,2296
182,Réunion,497,Lemons and limes,Area harvested,ha,19
182,Réunion,497,Lemons and limes,Production,tonnes,236
182,Réunion,372,Lettuce and chicory,Area harvested,ha,323
182,Réunion,372,Lettuce and chicory,Production,tonnes,3924
182,Réunion,56,Maize,Area harvested,ha,1754
182,Réunion,56,Maize,Production,tonnes,13770
182,Réunion,571,"Mangoes, mangosteens, guavas",Area harvested,ha,266
182,Réunion,571,"Mangoes, mangosteens, guavas",Production,tonnes,2520
182,Réunion,568,"Melons, other (inc.cantaloupes)",Area harvested,ha,12
182,Réunion,568,"Melons, other (inc.cantaloupes)",Production,tonnes,361
182,Réunion,449,Mushrooms and truffles,Production,tonnes,327
182,Réunion,403,"Onions, dry",Area harvested,ha,35
182,Réunion,403,"Onions, dry",Production,tonnes,435
182,Réunion,402,"Onions, shallots, green",Area harvested,ha,451
182,Réunion,402,"Onions, shallots, green",Production,tonnes,4379
182,Réunion,490,Oranges,Area harvested,ha,79
182,Réunion,490,Oranges,Production,tonnes,1334
182,Réunion,600,Papayas,Area harvested,ha,50
182,Réunion,600,Papayas,Production,tonnes,691
182,Réunion,534,Peaches and nectarines,Area harvested,ha,57
182,Réunion,534,Peaches and nectarines,Production,tonnes,551
182,Réunion,417,"Peas, green",Area harvested,ha,461
182,Réunion,417,"Peas, green",Production,tonnes,518
182,Réunion,574,Pineapples,Area harvested,ha,2157
182,Réunion,574,Pineapples,Production,tonnes,17596
182,Réunion,116,Potatoes,Area harvested,ha,600
182,Réunion,116,Potatoes,Production,tonnes,4861
182,Réunion,211,Pulses nes,Area harvested,ha,455
182,Réunion,211,Pulses nes,Production,tonnes,508
182,Réunion,394,"Pumpkins, squash and gourds",Area harvested,ha,46
182,Réunion,394,"Pumpkins, squash and gourds",Production,tonnes,665
182,Réunion,27,"Rice, paddy",Area harvested,ha,62
182,Réunion,27,"Rice, paddy",Production,tonnes,304
182,Réunion,544,Strawberries,Area harvested,ha,27
182,Réunion,544,Strawberries,Production,tonnes,397
182,Réunion,156,Sugar cane,Area harvested,ha,23792
182,Réunion,156,Sugar cane,Production,tonnes,1789347
182,Réunion,122,Sweet potatoes,Area harvested,ha,34
182,Réunion,122,Sweet potatoes,Production,tonnes,1082
182,Réunion,495,"Tangerines, mandarins, clementines, satsumas",Area harvested,ha,85
182,Réunion,495,"Tangerines, mandarins, clementines, satsumas",Production,tonnes,2809
182,Réunion,667,Tea,Area harvested,ha,624
182,Réunion,667,Tea,Production,tonnes,919
182,Réunion,826,"Tobacco, unmanufactured",Area harvested,ha,20
182,Réunion,826,"Tobacco, unmanufactured",Production,tonnes,18
182,Réunion,388,Tomatoes,Area harvested,ha,95
182,Réunion,388,Tomatoes,Production,tonnes,6444
182,Réunion,692,Vanilla,Area harvested,ha,261
182,Réunion,692,Vanilla,Production,tonnes,17
182,Réunion,463,"Vegetables, fresh nes",Area harvested,ha,4760
182,Réunion,463,"Vegetables, fresh nes",Production,tonnes,11610
182,Réunion,567,Watermelons,Area harvested,ha,393
182,Réunion,567,Watermelons,Production,tonnes,249
182,Réunion,1817,Cereals (Rice Milled Eqv),Area harvested,ha,1816
182,Réunion,1817,Cereals (Rice Milled Eqv),Production,tonnes,13973
182,Réunion,1717,"Cereals, Total",Area harvested,ha,1816
182,Réunion,1717,"Cereals, Total",Production,tonnes,14075
182,Réunion,1804,"Citrus Fruit, Total",Area harvested,ha,183
182,Réunion,1804,"Citrus Fruit, Total",Production,tonnes,4379
182,Réunion,1814,"Coarse Grain, Total",Area harvested,ha,1754
182,Réunion,1814,"Coarse Grain, Total",Production,tonnes,13770
182,Réunion,1753,Fibre Crops Primary,Area harvested,ha,
182,Réunion,1753,Fibre Crops Primary,Production,tonnes,
182,Réunion,1738,Fruit Primary,Area harvested,ha,8991
182,Réunion,1738,Fruit Primary,Production,tonnes,64997
182,Réunion,1731,Oilcrops,Area harvested,ha,1760
182,Réunion,1731,Oilcrops,Production,tonnes,2516
182,Réunion,1841,"Oilcrops, Cake Equivalent",Area harvested,ha,
182,Réunion,1841,"Oilcrops, Cake Equivalent",Production,tonnes,
182,Réunion,1732,"Oilcrops, Oil Equivalent",Area harvested,ha,
182,Réunion,1732,"Oilcrops, Oil Equivalent",Production,tonnes,
182,Réunion,1726,"Pulses, Total",Area harvested,ha,3342
182,Réunion,1726,"Pulses, Total",Production,tonnes,2759
182,Réunion,1720,"Roots and Tubers, Total",Area harvested,ha,648
182,Réunion,1720,"Roots and Tubers, Total",Production,tonnes,6081
182,Réunion,1735,Vegetables Primary,Area harvested,ha,8032
182,Réunion,1735,Vegetables Primary,Production,tonnes,42262
183,Romania,711,"Anise, badian, fennel, coriander",Area harvested,ha,1682
183,Romania,711,"Anise, badian, fennel, coriander",Production,tonnes,2159
183,Romania,515,Apples,Area harvested,ha,53939
183,Romania,515,Apples,Production,tonnes,643856
183,Romania,526,Apricots,Area harvested,ha,1971
183,Romania,526,Apricots,Production,tonnes,35704
183,Romania,366,Artichokes,Area harvested,ha,56
183,Romania,366,Artichokes,Production,tonnes,732
183,Romania,44,Barley,Area harvested,ha,422048
183,Romania,44,Barley,Production,tonnes,1870710
183,Romania,176,"Beans, dry",Area harvested,ha,12231
183,Romania,176,"Beans, dry",Production,tonnes,17298
183,Romania,414,"Beans, green",Area harvested,ha,9302
183,Romania,414,"Beans, green",Production,tonnes,53591
183,Romania,558,Berries nes,Area harvested,ha,403
183,Romania,558,Berries nes,Production,tonnes,3074
183,Romania,552,Blueberries,Area harvested,ha,183
183,Romania,552,Blueberries,Production,tonnes,684
183,Romania,358,Cabbages and other brassicas,Area harvested,ha,47450
183,Romania,358,Cabbages and other brassicas,Production,tonnes,1067590
183,Romania,426,Carrots and turnips,Area harvested,ha,14741
183,Romania,426,Carrots and turnips,Production,tonnes,212166
183,Romania,265,Castor oil seed,Area harvested,ha,
183,Romania,265,Castor oil seed,Production,tonnes,
183,Romania,393,Cauliflowers and broccoli,Area harvested,ha,3344
183,Romania,393,Cauliflowers and broccoli,Production,tonnes,55823
183,Romania,108,Cereals nes,Area harvested,ha,2720
183,Romania,108,Cereals nes,Production,tonnes,5486
183,Romania,531,Cherries,Area harvested,ha,7058
183,Romania,531,Cherries,Production,tonnes,90837
183,Romania,220,Chestnut,Area harvested,ha,5
183,Romania,220,Chestnut,Production,tonnes,37
183,Romania,191,Chick peas,Area harvested,ha,2086
183,Romania,191,Chick peas,Production,tonnes,1765
183,Romania,459,Chicory roots,Area harvested,ha,
183,Romania,459,Chicory roots,Production,tonnes,
183,Romania,689,"Chillies and peppers, dry",Area harvested,ha,56465
183,Romania,689,"Chillies and peppers, dry",Production,tonnes,50878
183,Romania,401,"Chillies and peppers, green",Area harvested,ha,17977
183,Romania,401,"Chillies and peppers, green",Production,tonnes,229662
183,Romania,767,Cotton lint,Production,tonnes,
183,Romania,329,Cottonseed,Production,tonnes,
183,Romania,554,Cranberries,Area harvested,ha,84
183,Romania,554,Cranberries,Production,tonnes,581
183,Romania,397,Cucumbers and gherkins,Area harvested,ha,13192
183,Romania,397,Cucumbers and gherkins,Production,tonnes,208585
183,Romania,550,Currants,Area harvested,ha,29
183,Romania,550,Currants,Production,tonnes,73
183,Romania,399,Eggplants (aubergines),Area harvested,ha,9025
183,Romania,399,Eggplants (aubergines),Production,tonnes,137829
183,Romania,773,Flax fibre and tow,Area harvested,ha,49
183,Romania,773,Flax fibre and tow,Production,tonnes,119
183,Romania,619,"Fruit, fresh nes",Area harvested,ha,1272
183,Romania,619,"Fruit, fresh nes",Production,tonnes,33238
183,Romania,406,Garlic,Area harvested,ha,10195
183,Romania,406,Garlic,Production,tonnes,57975
183,Romania,560,Grapes,Area harvested,ha,173685
183,Romania,560,Grapes,Production,tonnes,1144305
183,Romania,225,"Hazelnuts, with shell",Area harvested,ha,715
183,Romania,225,"Hazelnuts, with shell",Production,tonnes,1036
183,Romania,777,Hemp tow waste,Area harvested,ha,1996
183,Romania,777,Hemp tow waste,Production,tonnes,2872
183,Romania,336,Hempseed,Area harvested,ha,799
183,Romania,336,Hempseed,Production,tonnes,84
183,Romania,677,Hops,Area harvested,ha,255
183,Romania,677,Hops,Production,tonnes,219
183,Romania,407,"Leeks, other alliaceous vegetables",Area harvested,ha,90
183,Romania,407,"Leeks, other alliaceous vegetables",Production,tonnes,1384
183,Romania,201,Lentils,Area harvested,ha,
183,Romania,201,Lentils,Production,tonnes,
183,Romania,372,Lettuce and chicory,Area harvested,ha,268
183,Romania,372,Lettuce and chicory,Production,tonnes,4104
183,Romania,333,Linseed,Area harvested,ha,2036
183,Romania,333,Linseed,Production,tonnes,3196
183,Romania,56,Maize,Area harvested,ha,2442563
183,Romania,56,Maize,Production,tonnes,18663939
183,Romania,446,"Maize, green",Area harvested,ha,4473
183,Romania,446,"Maize, green",Production,tonnes,15355
183,Romania,568,"Melons, other (inc.cantaloupes)",Area harvested,ha,4264
183,Romania,568,"Melons, other (inc.cantaloupes)",Production,tonnes,62078
183,Romania,299,Melonseed,Area harvested,ha,
183,Romania,299,Melonseed,Production,tonnes,
183,Romania,79,Millet,Area harvested,ha,
183,Romania,79,Millet,Production,tonnes,
183,Romania,449,Mushrooms and truffles,Area harvested,ha,90
183,Romania,449,Mushrooms and truffles,Production,tonnes,15511
183,Romania,292,Mustard seed,Area harvested,ha,2563
183,Romania,292,Mustard seed,Production,tonnes,2750
183,Romania,75,Oats,Area harvested,ha,161189
183,Romania,75,Oats,Production,tonnes,383722
183,Romania,403,"Onions, dry",Area harvested,ha,30252
183,Romania,403,"Onions, dry",Production,tonnes,350159
183,Romania,534,Peaches and nectarines,Area harvested,ha,1699
183,Romania,534,Peaches and nectarines,Production,tonnes,22633
183,Romania,521,Pears,Area harvested,ha,3102
183,Romania,521,Pears,Production,tonnes,60440
183,Romania,187,"Peas, dry",Area harvested,ha,110526
183,Romania,187,"Peas, dry",Production,tonnes,170747
183,Romania,417,"Peas, green",Area harvested,ha,3944
183,Romania,417,"Peas, green",Production,tonnes,18077
183,Romania,536,Plums and sloes,Area harvested,ha,65910
183,Romania,536,Plums and sloes,Production,tonnes,842132
183,Romania,296,Poppy seed,Area harvested,ha,3488
183,Romania,296,Poppy seed,Production,tonnes,1327
183,Romania,116,Potatoes,Area harvested,ha,173296
183,Romania,116,Potatoes,Production,tonnes,3022758
183,Romania,211,Pulses nes,Area harvested,ha,1385
183,Romania,211,Pulses nes,Production,tonnes,1665
183,Romania,394,"Pumpkins, squash and gourds",Area harvested,ha,2015
183,Romania,394,"Pumpkins, squash and gourds",Production,tonnes,33756
183,Romania,523,Quinces,Area harvested,ha,871
183,Romania,523,Quinces,Production,tonnes,6450
183,Romania,270,Rapeseed,Area harvested,ha,633146
183,Romania,270,Rapeseed,Production,tonnes,1610907
183,Romania,547,Raspberries,Area harvested,ha,63
183,Romania,547,Raspberries,Production,tonnes,198
183,Romania,27,"Rice, paddy",Area harvested,ha,8251
183,Romania,27,"Rice, paddy",Production,tonnes,43355
183,Romania,71,Rye,Area harvested,ha,10144
183,Romania,71,Rye,Production,tonnes,28636
183,Romania,328,Seed cotton,Area harvested,ha,
183,Romania,328,Seed cotton,Production,tonnes,
183,Romania,83,Sorghum,Area harvested,ha,15819
183,Romania,83,Sorghum,Production,tonnes,76309
183,Romania,236,Soybeans,Area harvested,ha,168709
183,Romania,236,Soybeans,Production,tonnes,465609
183,Romania,723,Spices nes,Area harvested,ha,
183,Romania,723,Spices nes,Production,tonnes,
183,Romania,373,Spinach,Area harvested,ha,275
183,Romania,373,Spinach,Production,tonnes,2976
183,Romania,544,Strawberries,Area harvested,ha,3295
183,Romania,544,Strawberries,Production,tonnes,26164
183,Romania,423,String beans,Area harvested,ha,
183,Romania,423,String beans,Production,tonnes,
183,Romania,157,Sugar beet,Area harvested,ha,25239
183,Romania,157,Sugar beet,Production,tonnes,978266
183,Romania,267,Sunflower seed,Area harvested,ha,1006317
183,Romania,267,Sunflower seed,Production,tonnes,3062690
183,Romania,826,"Tobacco, unmanufactured",Area harvested,ha,916
183,Romania,826,"Tobacco, unmanufactured",Production,tonnes,1259
183,Romania,388,Tomatoes,Area harvested,ha,40734
183,Romania,388,Tomatoes,Production,tonnes,742899
183,Romania,97,Triticale,Area harvested,ha,78887
183,Romania,97,Triticale,Production,tonnes,337451
183,Romania,463,"Vegetables, fresh nes",Area harvested,ha,1199
183,Romania,463,"Vegetables, fresh nes",Production,tonnes,21474
183,Romania,420,"Vegetables, leguminous nes",Area harvested,ha,200
183,Romania,420,"Vegetables, leguminous nes",Production,tonnes,758
183,Romania,222,"Walnuts, with shell",Area harvested,ha,1591
183,Romania,222,"Walnuts, with shell",Production,tonnes,56053
183,Romania,567,Watermelons,Area harvested,ha,17797
183,Romania,567,Watermelons,Production,tonnes,521797
183,Romania,15,Wheat,Area harvested,ha,2112307
183,Romania,15,Wheat,Production,tonnes,10143671
183,Romania,1817,Cereals (Rice Milled Eqv),Area harvested,ha,5253928
183,Romania,1817,Cereals (Rice Milled Eqv),Production,tonnes,31538842
183,Romania,1717,"Cereals, Total",Area harvested,ha,5253928
183,Romania,1717,"Cereals, Total",Production,tonnes,31553279
183,Romania,1814,"Coarse Grain, Total",Area harvested,ha,3133370
183,Romania,1814,"Coarse Grain, Total",Production,tonnes,21366253
183,Romania,1753,Fibre Crops Primary,Area harvested,ha,
183,Romania,1753,Fibre Crops Primary,Production,tonnes,
183,Romania,1738,Fruit Primary,Area harvested,ha,335625
183,Romania,1738,Fruit Primary,Production,tonnes,3494244
183,Romania,1731,Oilcrops,Area harvested,ha,1817058
183,Romania,1731,Oilcrops,Production,tonnes,5146562
183,Romania,1841,"Oilcrops, Cake Equivalent",Area harvested,ha,
183,Romania,1841,"Oilcrops, Cake Equivalent",Production,tonnes,
183,Romania,1732,"Oilcrops, Oil Equivalent",Area harvested,ha,
183,Romania,1732,"Oilcrops, Oil Equivalent",Production,tonnes,
183,Romania,1726,"Pulses, Total",Area harvested,ha,126228
183,Romania,1726,"Pulses, Total",Production,tonnes,191475
183,Romania,1720,"Roots and Tubers, Total",Area harvested,ha,173296
183,Romania,1720,"Roots and Tubers, Total",Production,tonnes,3022758
183,Romania,1729,"Treenuts, Total",Area harvested,ha,2311
183,Romania,1729,"Treenuts, Total",Production,tonnes,57126
183,Romania,1735,Vegetables Primary,Area harvested,ha,208822
183,Romania,1735,Vegetables Primary,Production,tonnes,3230406
185,Russian Federation,711,"Anise, badian, fennel, coriander",Area harvested,ha,21082
185,Russian Federation,711,"Anise, badian, fennel, coriander",Production,tonnes,10146
185,Russian Federation,515,Apples,Area harvested,ha,207283
185,Russian Federation,515,Apples,Production,tonnes,1859400
185,Russian Federation,526,Apricots,Area harvested,ha,11251
185,Russian Federation,526,Apricots,Production,tonnes,66300
185,Russian Federation,44,Barley,Area harvested,ha,7873944
185,Russian Federation,44,Barley,Production,tonnes,16991907
185,Russian Federation,782,"Bastfibres, other",Area harvested,ha,11484
185,Russian Federation,782,"Bastfibres, other",Production,tonnes,49868
185,Russian Federation,176,"Beans, dry",Area harvested,ha,3473
185,Russian Federation,176,"Beans, dry",Production,tonnes,5432
185,Russian Federation,558,Berries nes,Area harvested,ha,954
185,Russian Federation,558,Berries nes,Production,tonnes,4000
185,Russian Federation,552,Blueberries,Area harvested,ha,634
185,Russian Federation,552,Blueberries,Production,tonnes,3300
185,Russian Federation,181,"Broad beans, horse beans, dry",Area harvested,ha,6620
185,Russian Federation,181,"Broad beans, horse beans, dry",Production,tonnes,7600
185,Russian Federation,89,Buckwheat,Area harvested,ha,979914
185,Russian Federation,89,Buckwheat,Production,tonnes,931713
185,Russian Federation,358,Cabbages and other brassicas,Area harvested,ha,72427
185,Russian Federation,358,Cabbages and other brassicas,Production,tonnes,2495839
185,Russian Federation,426,Carrots and turnips,Area harvested,ha,48184
185,Russian Federation,426,Carrots and turnips,Production,tonnes,1408348
185,Russian Federation,265,Castor oil seed,Area harvested,ha,60
185,Russian Federation,265,Castor oil seed,Production,tonnes,81
185,Russian Federation,393,Cauliflowers and broccoli,Area harvested,ha,2097
185,Russian Federation,393,Cauliflowers and broccoli,Production,tonnes,23530
185,Russian Federation,108,Cereals nes,Area harvested,ha,36281
185,Russian Federation,108,Cereals nes,Production,tonnes,18505
185,Russian Federation,531,Cherries,Area harvested,ha,10060
185,Russian Federation,531,Cherries,Production,tonnes,46400
185,Russian Federation,530,"Cherries, sour",Area harvested,ha,39959
185,Russian Federation,530,"Cherries, sour",Production,tonnes,232200
185,Russian Federation,220,Chestnut,Area harvested,ha,
185,Russian Federation,220,Chestnut,Production,tonnes,
185,Russian Federation,191,Chick peas,Area harvested,ha,819330
185,Russian Federation,191,Chick peas,Production,tonnes,620400
185,Russian Federation,459,Chicory roots,Area harvested,ha,
185,Russian Federation,459,Chicory roots,Production,tonnes,
185,Russian Federation,195,"Cow peas, dry",Area harvested,ha,
185,Russian Federation,195,"Cow peas, dry",Production,tonnes,
185,Russian Federation,397,Cucumbers and gherkins,Area harvested,ha,42830
185,Russian Federation,397,Cucumbers and gherkins,Production,tonnes,1604346
185,Russian Federation,550,Currants,Area harvested,ha,59674
185,Russian Federation,550,Currants,Production,tonnes,398000
185,Russian Federation,773,Flax fibre and tow,Area harvested,ha,42100
185,Russian Federation,773,Flax fibre and tow,Production,tonnes,36715
185,Russian Federation,619,"Fruit, fresh nes",Area harvested,ha,450
185,Russian Federation,619,"Fruit, fresh nes",Production,tonnes,900
185,Russian Federation,406,Garlic,Area harvested,ha,21926
185,Russian Federation,406,Garlic,Production,tonnes,211981
185,Russian Federation,549,Gooseberries,Area harvested,ha,13347
185,Russian Federation,549,Gooseberries,Production,tonnes,66300
185,Russian Federation,103,"Grain, mixed",Area harvested,ha,
185,Russian Federation,103,"Grain, mixed",Production,tonnes,
185,Russian Federation,560,Grapes,Area harvested,ha,68043
185,Russian Federation,560,Grapes,Production,tonnes,627739
185,Russian Federation,225,"Hazelnuts, with shell",Area harvested,ha,
185,Russian Federation,225,"Hazelnuts, with shell",Production,tonnes,
185,Russian Federation,777,Hemp tow waste,Area harvested,ha,3262
185,Russian Federation,777,Hemp tow waste,Production,tonnes,1256
185,Russian Federation,336,Hempseed,Area harvested,ha,4691
185,Russian Federation,336,Hempseed,Production,tonnes,2117
185,Russian Federation,677,Hops,Area harvested,ha,128
185,Russian Federation,677,Hops,Production,tonnes,144
185,Russian Federation,201,Lentils,Area harvested,ha,247885
185,Russian Federation,201,Lentils,Production,tonnes,194726
185,Russian Federation,333,Linseed,Area harvested,ha,730428
185,Russian Federation,333,Linseed,Production,tonnes,557888
185,Russian Federation,210,Lupins,Area harvested,ha,71163
185,Russian Federation,210,Lupins,Production,tonnes,136352
185,Russian Federation,56,Maize,Area harvested,ha,2375641
185,Russian Federation,56,Maize,Production,tonnes,11419020
185,Russian Federation,79,Millet,Area harvested,ha,187144
185,Russian Federation,79,Millet,Production,tonnes,217200
185,Russian Federation,449,Mushrooms and truffles,Area harvested,ha,44324
185,Russian Federation,449,Mushrooms and truffles,Production,tonnes,25459
185,Russian Federation,292,Mustard seed,Area harvested,ha,267453
185,Russian Federation,292,Mustard seed,Production,tonnes,123507
185,Russian Federation,234,Nuts nes,Area harvested,ha,5974
185,Russian Federation,234,Nuts nes,Production,tonnes,20044
185,Russian Federation,75,Oats,Area harvested,ha,2729162
185,Russian Federation,75,Oats,Production,tonnes,4719324
185,Russian Federation,257,"Oil, palm",Production,tonnes,450
185,Russian Federation,339,Oilseeds nes,Area harvested,ha,71507
185,Russian Federation,339,Oilseeds nes,Production,tonnes,39110
185,Russian Federation,403,"Onions, dry",Area harvested,ha,60499
185,Russian Federation,403,"Onions, dry",Production,tonnes,1642106
185,Russian Federation,490,Oranges,Area harvested,ha,21
185,Russian Federation,490,Oranges,Production,tonnes,83
185,Russian Federation,534,Peaches and nectarines,Area harvested,ha,5712
185,Russian Federation,534,Peaches and nectarines,Production,tonnes,36500
185,Russian Federation,521,Pears,Area harvested,ha,8168
185,Russian Federation,521,Pears,Production,tonnes,66300
185,Russian Federation,187,"Peas, dry",Area harvested,ha,1385555
185,Russian Federation,187,"Peas, dry",Production,tonnes,2304432
185,Russian Federation,417,"Peas, green",Area harvested,ha,21572
185,Russian Federation,417,"Peas, green",Production,tonnes,79892
185,Russian Federation,536,Plums and sloes,Area harvested,ha,40743
185,Russian Federation,536,Plums and sloes,Production,tonnes,165800
185,Russian Federation,116,Potatoes,Area harvested,ha,1313495
185,Russian Federation,116,Potatoes,Production,tonnes,22394960
185,Russian Federation,211,Pulses nes,Area harvested,ha,8366
185,Russian Federation,211,Pulses nes,Production,tonnes,10573
185,Russian Federation,394,"Pumpkins, squash and gourds",Area harvested,ha,56002
185,Russian Federation,394,"Pumpkins, squash and gourds",Production,tonnes,1189539
185,Russian Federation,523,Quinces,Area harvested,ha,579
185,Russian Federation,523,Quinces,Production,tonnes,6600
185,Russian Federation,270,Rapeseed,Area harvested,ha,1499205
185,Russian Federation,270,Rapeseed,Production,tonnes,1988697
185,Russian Federation,547,Raspberries,Area harvested,ha,26273
185,Russian Federation,547,Raspberries,Production,tonnes,165800
185,Russian Federation,27,"Rice, paddy",Area harvested,ha,180177
185,Russian Federation,27,"Rice, paddy",Production,tonnes,1038222
185,Russian Federation,71,Rye,Area harvested,ha,956095
185,Russian Federation,71,Rye,Production,tonnes,1916056
185,Russian Federation,280,Safflower seed,Area harvested,ha,54963
185,Russian Federation,280,Safflower seed,Production,tonnes,25259
